PRODUCT ID,TITLE,DESCRIPTION,IMAGE,CATEGORIES,TRACK INVENTORY,TAXABLE,SKU,PRICE,SALE PRICE,INVENTORY,WEIGHT,PRODUCT TYPE,OPTION1 NAME,OPTION1 TYPE,OPTION1 VALUE
4560,Lefou - Bumbler - 8/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4560_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4561,Lilo - Making a Wish - 9/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4561_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4561,Lilo - Making a Wish - 9/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4561_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,,,0,,physical,Version,radio,Cold-Foil
4562,Maximus - Palace Horse - 10/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4562_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0.5,,4,,physical,Version,radio,Non-Foil
4562,Maximus - Palace Horse - 10/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4562_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,,,0,,physical,Version,radio,Cold-Foil
4563,Maximus - Relentless Pursuer - 11/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4563_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4563,Maximus - Relentless Pursuer - 11/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4563_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4564,Mickey Mouse - True Friend - 12/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4564_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4564,Mickey Mouse - True Friend - 12/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4564_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4565,Minnie Mouse - Beloved Princess - 13/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4565_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4565,Minnie Mouse - Beloved Princess - 13/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4565_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4573,Moana - Of Motunui - 14/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4573_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0.5,,3,,physical,Version,radio,Non-Foil
4573,Moana - Of Motunui - 14/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4573_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,,,0,,physical,Version,radio,Cold-Foil
4574,Mr. Smee - Loyal First Mate - 15/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4574_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4574,Mr. Smee - Loyal First Mate - 15/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4574_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4575,Prince Phillip - Dragonslayer - 16/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4575_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4575,Prince Phillip - Dragonslayer - 16/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4575_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4576,Pumbaa - Friendly Warthog - 17/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4576_i2_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4576,Pumbaa - Friendly Warthog - 17/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4576_i2_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4577,Rapunzel - Gifted with Healing - 18/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4577_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4577,Rapunzel - Gifted with Healing - 18/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4577_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4578,Sebastian - Court Composer - 19/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4578_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4578,Sebastian - Court Composer - 19/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4578_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4579,Simba - Protective Cub - 20/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4579_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0.5,,18,,physical,Version,radio,Non-Foil
4579,Simba - Protective Cub - 20/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4579_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4580,Stitch - Carefree Surfer - 21/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4580_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4580,Stitch - Carefree Surfer - 21/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4580_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4581,Stitch - New Dog - 22/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4581_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4581,Stitch - New Dog - 22/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4581_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4582,Stitch - Rock Star - 23/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4582_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4582,Stitch - Rock Star - 23/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4582_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4583,Timon - Grub Rustler - 24/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4583_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4583,Timon - Grub Rustler - 24/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4583_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4584,Be Our Guest - 25/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4584_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4584,Be Our Guest - 25/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4584_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4585,Control Your Temper - 26/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4585_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4585,Control Your Temper - 26/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4585_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4586,Ariel - On Human Legs - 1/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4586_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4586,Ariel - On Human Legs - 1/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4586_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4587,Hakuna Matata - 27/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4587_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4587,Hakuna Matata - 27/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4587_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4588,Healing Glow - 28/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4588_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4588,Healing Glow - 28/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4588_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4589,Just In Time - 29/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4589_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4589,Just In Time - 29/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4589_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4590,Part of Your World - 30/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4590_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4590,Part of Your World - 30/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4590_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4591,You Have Forgotten Me - 31/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4591_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4591,You Have Forgotten Me - 31/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4591_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4592,Dinglehoppper - 32/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4592_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4592,Dinglehoppper - 32/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4592_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4593,Lantern - 33/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4593_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4593,Lantern - 33/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4593_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4594,Ursula's Shell Necklace - 34/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4594_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4594,Ursula's Shell Necklace - 34/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4594_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4595,Anna - Heir to Arendelle - 35/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4595_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4595,Anna - Heir to Arendelle - 35/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4595_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4596,Archimedes - Highly Educated Owl - 36/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4596_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4596,Archimedes - Highly Educated Owl - 36/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4596_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4597,Dr. Facilier - Agent Provocateur - 37/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4597_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4597,Dr. Facilier - Agent Provocateur - 37/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4597_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,,,0,,physical,Version,radio,Cold-Foil
4598,Dr. Facilier - Charlatan - 38/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4598_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4598,Dr. Facilier - Charlatan - 38/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4598_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4599,Dr. Facilier - Remarkable Gentleman - 39/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4599_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4599,Dr. Facilier - Remarkable Gentleman - 39/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4599_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4600,Elsa - Queen Regent - 40/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4600_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4600,Elsa - Queen Regent - 40/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4600_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4601,Elsa - Snow Queen - 41/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4601_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4601,Elsa - Snow Queen - 41/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4601_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4602,Elsa - Spirit of Winter - 42/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4602_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4602,Elsa - Spirit of Winter - 42/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4602_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4603,Flotsam - Ursula's Spy - 43/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4603_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4603,Flotsam - Ursula's Spy - 43/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4603_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4604,Jafar - Keeper of Secrets - 44/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4604_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4604,Jafar - Keeper of Secrets - 44/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4604_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4605,Jafar - Wicked Sorcerer - 45/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4605_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4605,Jafar - Wicked Sorcerer - 45/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4605_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4606,Jetsam - Ursula's Spy - 46/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4606_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4606,Jetsam - Ursula's Spy - 46/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4606_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4607,Magic Broom - Bucket Brigade - 47/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4607_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4607,Magic Broom - Bucket Brigade - 47/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4607_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4608,Maleficent - Biding Her Time - 48/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4608_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4608,Maleficent - Biding Her Time - 48/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4608_i1_w960.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4609,Maleficent - Sorceress - 49/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4609_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4609,Maleficent - Sorceress - 49/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4609_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4610,Marshmallow - Persistent Guardian - 50/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4610_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4610,Marshmallow - Persistent Guardian - 50/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4610_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4611,Mickey Mouse - Wayward Sorcerer - 51/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4611_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4611,Mickey Mouse - Wayward Sorcerer - 51/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4611_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4612,Olaf - Friendly Snowman - 52/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4612_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4612,Olaf - Friendly Snowman - 52/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4612_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
4613,Pascal - Rapunzel's Companion - 53/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4613_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:1,0,,0,,physical,Version,radio,Non-Foil
4613,Pascal - Rapunzel's Companion - 53/204,,https://www.hooverscards.ca/uploads/4/2/9/4/4294662/s702614717933302875_p4613_i1_w916.jpeg,The First Chapter,TRUE,TRUE,INTERNAL_SKU_ID:2,0,,0,,physical,Version,radio,Cold-Foil
